DNO_Name,DNO_Code,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference,Source_Sheet
West Midlands,WMID,Non-Domestic Aggregated Band 3,"N13, N23, N33",3 to 8 or 0,6.856,1.083,0.102,69.82,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 4,"N14, N24, N34",3 to 8 or 0,6.856,1.083,0.102,205.33,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated (related MPAN),40,4,6.856,1.083,0.102,,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific No Residual,"L00, LST",0,4.265,0.691,0.058,12.56,4.34,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 1,"127, 129",0,4.265,0.691,0.058,303.5,4.34,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 2,L02,0,4.265,0.691,0.058,550.27,4.34,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 3,L03,0,4.265,0.691,0.058,846.28,4.34,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 4,L04,0,4.265,0.691,0.058,1314.22,4.34,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific No Residual,"S00, SST",0,1.887,0.328,0.018,9.82,4.9,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 1,128,0,1.887,0.328,0.018,300.76,4.9,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 2,S02,0,1.887,0.328,0.018,547.53,4.9,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 3,S03,0,1.887,0.328,0.018,843.54,4.9,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 4,S04,0,1.887,0.328,0.018,1311.48,4.9,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific No Residual,"H00, HST",0,1.284,0.224,0.009,90.06,5.18,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 1,"365, 367",0,1.284,0.224,0.009,1499.07,5.18,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 2,H02,0,1.284,0.224,0.009,4746.01,5.18,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 3,H03,0,1.284,0.224,0.009,10468.8,5.18,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 4,H04,0,1.284,0.224,0.009,32106.1,5.18,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Unmetered Supplies,"95, 96, 97, 98, 99","0, 1 or 8",17.327,2.81,2.176,,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Aggregated,625,0,-4.203,-0.664,-0.063,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Aggregated,570,0,-3.496,-0.561,-0.049,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific,"571, 573",0,-4.203,-0.664,-0.063,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific no RP charge,"141, 142",0,-4.203,-0.664,-0.063,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific,"572, 574",0,-3.496,-0.561,-0.049,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-3.496,-0.561,-0.049,0.0,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific,"575, 577",0,-1.8,-0.313,-0.017,56.32,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific no RP charge,"145, 146",0,-1.8,-0.313,-0.017,56.32,,MIDE-Schedule of charges and other tables-2022 V.0.1.xlsx,2022 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated with Residual,"1, 4, 632","0, 1, 2",6.555,1.164,0.137,14.74,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated (Related MPAN),34,2,6.555,1.164,0.137,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated No Residual,"N10, N20, N30","0, 3, 4, 5-8",6.077,1.079,0.127,10.41,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 1,"7, 10, 21, 19, 633, 322, 323","0, 3, 4, 5-8",6.077,1.079,0.127,14.31,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 2,"N12, N22, N32","0, 3, 4, 5-8",6.077,1.079,0.127,29.82,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 3,"N13, N23, N33","0, 3, 4, 5-8",6.077,1.079,0.127,56.8,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 4,"N14, N24, N34","0, 3, 4, 5-8",6.077,1.079,0.127,164.03,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated (related MPAN),40,4,6.077,1.079,0.127,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific No Residual,"L00, LST",0,4.745,0.851,0.095,14.32,4.93,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 1,"127, 129",0,4.745,0.851,0.095,268.51,4.93,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 2,L02,0,4.745,0.851,0.095,491.62,4.93,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 3,L03,0,4.745,0.851,0.095,773.3,4.93,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 4,L04,0,4.745,0.851,0.095,1331.62,4.93,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific No Residual,"S00, SST",0,2.434,0.449,0.042,11.22,5.34,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 1,128,0,2.434,0.449,0.042,265.4,5.34,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 2,S02,0,2.434,0.449,0.042,488.52,5.34,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 3,S03,0,2.434,0.449,0.042,770.19,5.34,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 4,S04,0,2.434,0.449,0.042,1328.51,5.34,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific No Residual,"H00, HST",0,1.183,0.208,0.017,102.26,5.64,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 1,"365, 367",0,1.183,0.208,0.017,1252.15,5.64,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 2,H02,0,1.183,0.208,0.017,3709.74,5.64,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 3,H03,0,1.183,0.208,0.017,8155.65,5.64,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 4,H04,0,1.183,0.208,0.017,25189.56,5.64,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Unmetered Supplies,"95, 96, 97, 98, 99","0, 1 or 8",20.482,2.897,2.03,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Aggregated,625,0,-4.187,-0.744,-0.087,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Aggregated,570,0,-3.468,-0.619,-0.07,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific,"571, 573",0,-4.187,-0.744,-0.087,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific no RP charge,"141, 142",0,-4.187,-0.744,-0.087,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific,"572, 574",0,-3.468,-0.619,-0.07,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-3.468,-0.619,-0.07,0.0,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific,"575, 577",0,-1.752,-0.322,-0.03,63.9,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific no RP charge,"145, 146",0,-1.752,-0.322,-0.03,63.9,0.0,MIDE-Schedule of charges and other tables-2023 V.0.1 for publishing.xlsx,2023 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated with Residual,"1, 4, 632","0, 1, 2",6.562,1.152,0.155,24.98,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Domestic Aggregated (Related MPAN),34,2,6.562,1.152,0.155,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated No Residual,"N10, N20, N30","0, 3, 4, 5-8",6.427,1.128,0.152,10.73,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 1,"7, 10, 21, 19, 633, 322, 323","0, 3, 4, 5-8",6.427,1.128,0.152,17.81,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 2,"N12, N22, N32","0, 3, 4, 5-8",6.427,1.128,0.152,52.18,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 3,"N13, N23, N33","0, 3, 4, 5-8",6.427,1.128,0.152,111.63,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated Band 4,"N14, N24, N34","0, 3, 4, 5-8",6.427,1.128,0.152,337.82,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Non-Domestic Aggregated (related MPAN),40,4,6.427,1.128,0.152,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific No Residual,"L00, LST",0,4.331,0.76,0.096,15.25,5.16,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 1,"127, 129",0,4.331,0.76,0.096,530.98,5.16,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 2,L02,0,4.331,0.76,0.096,958.77,5.16,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 3,L03,0,4.331,0.76,0.096,1496.46,5.16,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Site Specific Band 4,L04,0,4.331,0.76,0.096,2755.48,5.16,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific No Residual,"S00, SST",0,2.616,0.458,0.046,12.01,5.77,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 1,128,0,2.616,0.458,0.046,527.74,5.77,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 2,S02,0,2.616,0.458,0.046,955.52,5.77,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 3,S03,0,2.616,0.458,0.046,1493.22,5.77,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Site Specific Band 4,S04,0,2.616,0.458,0.046,2752.23,5.77,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific No Residual,"H00, HST",0,1.318,0.215,0.019,106.98,6.08,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 1,"365, 367",0,1.318,0.215,0.019,2527.64,6.08,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 2,H02,0,1.318,0.215,0.019,7634.95,6.08,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 3,H03,0,1.318,0.215,0.019,17269.82,6.08,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Site Specific Band 4,H04,0,1.318,0.215,0.019,51159.03,6.08,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,Unmetered Supplies,"95, 96, 97, 98, 99","0, 1 or 8",24.191,4.295,3.312,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Aggregated,625,0,-4.496,-0.789,-0.107,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Aggregated,570,0,-3.739,-0.656,-0.085,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific,"571, 573",0,-4.496,-0.789,-0.107,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Generation Site Specific no RP charge,"141, 142",0,-4.496,-0.789,-0.107,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific,"572, 574",0,-3.739,-0.656,-0.085,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,LV Sub Generation Site Specific no RP charge,"143, 144",0,-3.739,-0.656,-0.085,0.0,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific,"575, 577",0,-1.944,-0.339,-0.034,66.66,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
West Midlands,WMID,HV Generation Site Specific no RP charge,"145, 146",0,-1.944,-0.339,-0.034,66.66,0.0,MIDE-Schedule of charges and other tables-2024 V.0.1 for publishing.xlsx,2024 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated or CT with Residual,"100,105,800,860,101,106,801,861,116,D01","0, 1, 2",19.258,1.453,0.267,10.57,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Domestic Aggregated (Related MPAN),"194, 843",2,19.258,1.453,0.267,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT No Residual,"N10,N20,N30,M10,B10,X10,X20,X30,Y10,Z10","0, 3, 4, 5-8",20.116,1.518,0.279,15.36,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 1,"1,2,3,117,200,201,810,811,862,863,X11,X21,X31,Y11,Z11","0, 3, 4, 5-8",20.116,1.518,0.279,17.43,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 2,"N12,N22,N32,M12,B12,X12,X22,X32,Y12,Z12","0, 3, 4, 5-8",20.116,1.518,0.279,19.11,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 3,"N13,N23,N33,M13,B13,X13,X23,X33,Y13,Z13","0, 3, 4, 5-8",20.116,1.518,0.279,23.24,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated or CT Band 4,"N14,N24,N34,M14,B14,X14,X24,X34,Y14,Z14","0, 3, 4, 5-8",20.116,1.518,0.279,37.36,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Non-Domestic Aggregated (related MPAN),294,4,20.116,1.518,0.279,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific No Residual,"L00, LST",0,13.227,0.933,0.193,18.46,10.61,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 1,300,0,13.227,0.933,0.193,59.39,10.61,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 2,L02,0,13.227,0.933,0.193,94.16,10.61,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 3,L03,0,13.227,0.933,0.193,143.39,10.61,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Site Specific Band 4,L04,0,13.227,0.933,0.193,309.56,10.61,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific No Residual,"S00, SST",0,8.4,0.481,0.138,14.41,10.29,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 1,344,0,8.4,0.481,0.138,55.33,10.29,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 2,S02,0,8.4,0.481,0.138,90.1,10.29,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 3,S03,0,8.4,0.481,0.138,139.34,10.29,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Site Specific Band 4,S04,0,8.4,0.481,0.138,305.51,10.29,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific No Residual,"H00, HST",0,5.908,0.303,0.099,133.08,10.65,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 1,400,0,5.908,0.303,0.099,369.05,10.65,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 2,H02,0,5.908,0.303,0.099,858.26,10.65,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 3,H03,0,5.908,0.303,0.099,1613.64,10.65,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,HV Site Specific Band 4,H04,0,5.908,0.303,0.099,3600.47,10.65,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,Unmetered Supplies,"718, 701, 719, 720, 700","0, 1 or 8",63.41,3.021,1.723,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Generation Aggregated,697,0,-13.528,-1.021,-0.187,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
South Wales,SWALES,LV Sub Generation Aggregated,717,0,-11.74,-0.852,-0.168,0.0,0.0,SWAE - Schedule of charges and other tables- 2025 V.0.1 for publishing.xlsx,2025 v0.1,"Annex 1 LV, HV and UMS charges"
