Year,DNO_Code,DNO_Name,Tariff_Name,LLFCs,PCs,Red_Rate_p_kWh,Amber_Rate_p_kWh,Green_Rate_p_kWh,Fixed_Charge_p_day,Capacity_Charge_p_kVA_day,Document,Document_Reference
2026,EPN,Eastern,LV Sub Generation Aggregated,,0,-7.369,-0.865,-0.103,0.0,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,LV Generation Site Specific,980,0,-9.135,-1.124,-0.144,0.0,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,LV Generation Site Specific no RP charge,981,0,-9.135,-1.124,-0.144,0.0,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,LV Sub Generation Site Specific,984,0,-7.369,-0.865,-0.103,0.0,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,LV Sub Generation Site Specific no RP charge,985,0,-7.369,-0.865,-0.103,0.0,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,HV Generation Site Specific,988,0,-5.466,-0.559,-0.052,12.88,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
2026,EPN,Eastern,HV Generation Site Specific no RP charge,989,0,-5.466,-0.559,-0.052,12.88,,eastern-power-networks-schedule-of-charges-and-other-tables-2026-v1-2.xlsx,2026 v1
,EPN,Eastern,Domestic Unrestricted,"300, 301",1,2.409,0.0,0.0,4.51,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Domestic Two Rate,"100, 101, 250",2,2.968,0.049,0.0,4.51,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Domestic Off Peak (related MPAN),"251, 283, 296",2,0.219,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Small Non Domestic Unrestricted,"320, 324",3,1.398,0.0,0.0,4.87,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Small Non Domestic Two Rate,"120, 124, 270, 274",4,1.837,0.03,0.0,4.87,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Small Non Domestic Off Peak (related MPAN),"287, 297",4,0.499,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Medium Non-Domestic,"480, 484",5-8,1.798,0.021,0.0,31.83,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Sub Medium Non-Domestic,,,1.284,0.015,0.0,10.32,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,HV Medium Non-Domestic,,,0.885,0.008,0.0,80.94,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Network Domestic,1,0,18.26,0.245,0.024,4.51,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Network Non-Domestic Non-CT,200,0,11.794,0.159,0.016,5.13,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV HH Metered,550,0,11.19,0.148,0.015,15.06,3.12,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Sub HH Metered,756,0,9.377,0.12,0.012,10.32,5.17,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,HV HH Metered,650,0,7.632,0.097,0.008,80.94,3.84,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,NHH UMS category A,"351, 355, 359, 363",8,2.026,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,NHH UMS category B,"353, 357, 361, 365",1,2.949,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,NHH UMS category C,"354, 358, 362, 366",1,5.162,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,NHH UMS category D,"352, 356, 360, 364",1,1.443,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV UMS (Pseudo HH Metered),350,0,47.457,0.75,0.559,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Generation NHH or Aggregate HH,"922, 932, 933",8 or 0,-0.879,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Sub Generation NHH,,,-0.788,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Generation Intermittent,921,0,-0.879,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Generation Non-Intermittent,935,0,-9.233,-0.128,-0.015,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Sub Generation Intermittent,781,0,-0.788,0.0,0.0,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,LV Sub Generation Non-Intermittent,782,0,-8.279,-0.114,-0.014,0.0,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,HV Generation Intermittent,926,0,-0.532,0.0,0.0,38.64,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,HV Generation Non-Intermittent,937,0,-5.608,-0.074,-0.009,38.64,0.0,south-eastern-power-networks-schedule-of-charges-and-other-tables-2017-v3-4.xlsx,v3
,EPN,Eastern,Domestic Unrestricted,"300, 301",1,2.187,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Domestic Two Rate,"100, 101, 250",2,2.657,0.439,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Domestic Off Peak (related MPAN),"251, 283, 296",2,0.554,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Small Non Domestic Unrestricted,"320, 324",3,1.438,,,4.69,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Small Non Domestic Two Rate,"120, 124, 270, 274",4,1.837,0.416,,4.69,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Small Non Domestic Off Peak (related MPAN),"287, 297",4,0.75,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Medium Non-Domestic,"480, 484",5 - 8,1.973,0.406,,37.7,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Medium Non-Domestic,,,1.339,0.392,,9.81,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV Medium Non-Domestic,,,0.949,0.381,,76.9,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Network Domestic,1,0,13.668,0.664,0.406,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Network Non-Domestic Non-CT,200,0,9.287,0.567,0.395,4.87,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV HH Metered,550,0,8.348,0.54,0.391,14.31,3.12,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub HH Metered,756,0,5.862,0.478,0.384,9.81,5.13,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV HH Metered,650,0,5.165,0.458,0.381,76.9,3.77,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,NHH UMS category A,"351, 355, 359, 363",8,2.15,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,NHH UMS category B,"353, 357, 361, 365",1,2.909,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,NHH UMS category C,"354, 358, 362, 366",1,4.754,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,NHH UMS category D,"352, 356, 360, 364",1,1.672,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV UMS (Pseudo HH Metered),350,0,39.868,1.109,0.916,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Generation NHH or Aggregate HH,"922, 932, 933",8 or 0,-0.888,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Generation NHH,,,-0.793,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Generation Intermittent,980,0,-0.888,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Generation Intermittent no RP charge,981,0,-0.888,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Generation Non-Intermittent,982,0,-8.974,-0.198,-0.024,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Generation Non-Intermittent no RP charge,983,0,-8.974,-0.198,-0.024,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Generation Intermittent,984,0,-0.793,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Generation Intermittent no RP charge,985,0,-0.793,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Generation Non-Intermittent,986,0,-8.028,-0.173,-0.021,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,LV Sub Generation Non-Intermittent no RP charge,987,0,-8.028,-0.173,-0.021,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV Generation Intermittent,988,0,-0.54,,,36.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV Generation Intermittent no RP charge,989,0,-0.54,,,36.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV Generation Non-Intermittent,990,0,-5.528,-0.106,-0.013,36.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,HV Generation Non-Intermittent no RP charge,991,0,-5.528,-0.106,-0.013,36.72,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2018-v3-5.xlsx,v3
,EPN,Eastern,Domestic Unrestricted,300,1,2.439,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,Domestic Two Rate,100,2,3.007,0.509,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,Domestic Off Peak (related MPAN),251,2,0.617,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,Small Non Domestic Unrestricted,320,3,1.664,,,4.57,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,Small Non Domestic Two Rate,120,4,2.192,0.48,,4.57,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,Small Non Domestic Off Peak (related MPAN),287,4,0.759,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Medium Non-Domestic,480,5-8,2.106,0.452,,38.44,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Medium Non-Domestic,,5-8,1.417,0.424,,7.93,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV Medium Non-Domestic,,5-8,1.0,0.402,,102.31,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Network Domestic,1,0,14.861,0.854,0.457,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Network Non-Domestic Non-CT,200,0,10.798,0.723,0.437,4.78,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV HH Metered,550,0,8.325,0.625,0.422,12.43,3.47,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub HH Metered,756,0,5.623,0.518,0.406,7.93,5.57,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV HH Metered,650,0,5.251,0.495,0.401,102.31,4.15,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,NHH UMS category A,"351, 355, 359, 363",8,2.279,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,NHH UMS category B,"353, 357, 361, 365",1,2.994,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,NHH UMS category C,"354, 358, 362, 366",1,4.754,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,NHH UMS category D,"352, 356, 360, 364",1,1.831,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV UMS (Pseudo HH Metered),350,0,38.122,1.305,1.094,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Generation NHH or Aggregate HH,932,8 or 0,-0.945,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Generation NHH,,8,-0.841,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Generation Intermittent,980,0,-0.945,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Generation Intermittent no RP charge,981,0,-0.945,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Generation Non-Intermittent,982,0,-9.044,-0.291,-0.043,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Generation Non-Intermittent no RP charge,983,0,-9.044,-0.291,-0.043,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Generation Intermittent,984,0,-0.841,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Generation Intermittent no RP charge,985,0,-0.841,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Generation Non-Intermittent,986,0,-8.11,-0.249,-0.036,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,LV Sub Generation Non-Intermittent no RP charge,987,0,-8.11,-0.249,-0.036,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV Generation Intermittent,988,0,-0.571,,,8.99,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV Generation Intermittent no RP charge,989,0,-0.571,,,8.99,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV Generation Non-Intermittent,990,0,-5.678,-0.137,-0.018,8.99,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
,EPN,Eastern,HV Generation Non-Intermittent no RP charge,991,0,-5.678,-0.137,-0.018,8.99,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2019-v2-2.xlsx,v2
2020,EPN,Eastern,Domestic Unrestricted,300,1,2.574,,,4.84,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,Domestic Two Rate,100,2,3.263,0.581,,4.84,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,Domestic Off Peak (related MPAN),251,2,0.685,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,Small Non Domestic Unrestricted,320,3,1.823,,,4.84,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,Small Non Domestic Two Rate,120,4,2.442,0.55,,4.84,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,Small Non Domestic Off Peak (related MPAN),287,4,0.823,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Medium Non-Domestic,480,5-8,2.308,0.512,,46.66,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Medium Non-Domestic,,5-8,1.498,0.478,,7.57,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV Medium Non-Domestic,,5-8,1.064,0.452,,107.89,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Network Domestic,1,0,15.388,0.995,0.515,4.84,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Network Non-Domestic Non-CT,200,0,11.596,0.854,0.496,5.47,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV HH Metered,"19, 550",0,9.08,0.739,0.478,13.0,3.69,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub HH Metered,"79, 756",0,5.281,0.581,0.455,7.57,5.79,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV HH Metered,"89, 650",0,5.363,0.57,0.452,107.89,4.35,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,NHH UMS category A,"351, 355, 359, 363",8,2.522,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,NHH UMS category B,"353, 357, 361, 365",1,3.195,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,NHH UMS category C,"354, 358, 362, 366",1,5.019,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,NHH UMS category D,"352, 356, 360, 364",1,2.111,,,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV UMS (Pseudo HH Metered),350,0,38.666,1.66,1.225,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Generation NHH or Aggregate HH,932,8 or 0,-0.977,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Generation NHH,,8,-0.866,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Generation Intermittent,980,0,-0.977,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Generation Intermittent no RP charge,981,0,-0.977,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Generation Non-Intermittent,982,0,-9.169,-0.342,-0.047,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Generation Non-Intermittent no RP charge,983,0,-9.169,-0.342,-0.047,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Generation Intermittent,984,0,-0.866,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Generation Intermittent no RP charge,985,0,-0.866,,,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Generation Non-Intermittent,986,0,-8.193,-0.293,-0.039,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,LV Sub Generation Non-Intermittent no RP charge,987,0,-8.193,-0.293,-0.039,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV Generation Intermittent,988,0,-0.585,,,9.63,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV Generation Intermittent no RP charge,989,0,-0.585,,,9.63,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV Generation Non-Intermittent,990,0,-5.724,-0.165,-0.019,9.63,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2020,EPN,Eastern,HV Generation Non-Intermittent no RP charge,991,0,-5.724,-0.165,-0.019,9.63,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2020-v3-3.xlsx,2020 v3
2021,EPN,Eastern,Domestic Aggregated,"1, 100, 300","1, 2 or 0",16.865,1.208,0.665,3.99,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,Domestic Aggregated (related MPAN),"2, 251",2,16.865,1.208,0.665,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,Non-Domestic Aggregated,"120, 200, 201, 202, 203, 204, 320, 480",3-8 or 0,13.204,1.062,0.641,4.14,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,Non-Domestic Aggregated (related MPAN),287,4,13.204,1.062,0.641,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Site Specific,"71, 72, 73, 74, 550",0,9.09,0.881,0.61,11.31,3.68,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Sub Site Specific,"81, 82, 83, 84, 756",0,5.848,0.735,0.585,8.39,5.7,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,HV Site Specific,"91, 92, 93, 94, 650",0,5.471,0.713,0.58,111.11,4.27,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Site Specific Storage Import,"19, 70",0,8.531,0.321,0.05,11.31,3.68,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Sub Site Specific Storage Import,"79, 80",0,5.289,0.176,0.025,8.39,5.7,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,HV Site Specific Storage Import,"89, 90",0,4.911,0.153,0.021,111.11,4.27,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,Unmetered Supplies,"350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366","1, 8 or 0",40.302,1.789,1.317,,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Generation Aggregated,932,8 or 0,-9.262,-0.368,-0.06,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Sub Generation Aggregated,,0,-8.273,-0.318,-0.051,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Generation Site Specific,"980, 982",0,-9.262,-0.368,-0.06,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Generation Site Specific no RP charge,"981, 983",0,-9.262,-0.368,-0.06,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Sub Generation Site Specific,"984, 986",0,-8.273,-0.318,-0.051,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,LV Sub Generation Site Specific no RP charge,"985, 987",0,-8.273,-0.318,-0.051,0.0,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
2021,EPN,Eastern,HV Generation Site Specific,"988, 990",0,-5.769,-0.189,-0.027,9.39,,south-eastern-power-networks-schedule-of-charges-and-other-tables-2021-v1-5.xlsx,2021 v1
